customer_id,firstname,lastname,brand,first_order_date,last_order_date,days_since_last,lifespan_days,lifespan_years,total_orders,avg_order_value,total_spent,frequency_per_year,clv,clv_tier,is_dormant,order_year_month
4683,Sara,Khan,KANMO,2024-09-17,2026-03-09,1,539,1.48,8,469.16,3753.28,5.42,3753.28,HIGH,0,2026-03
4684,Arjun,Yilmaz,ALDO,2025-08-30,2025-11-12,118,192,0.53,8,204.9,1639.2,15.21,1639.2,MID,1,2025-11
4685,Tom,Hassan,CASIO,2024-11-03,2024-11-12,483,492,1.35,16,422.69,6763.04,11.87,6763.04,HIGH,1,2024-11
4686,Aisha,Lee,KANMO,2023-10-17,2024-09-02,554,875,2.4,9,262.65,2363.85,3.75,2363.85,HIGH,1,2024-09
4687,Arjun,Kumar,CASIO,2023-04-29,2024-05-31,648,1046,2.87,12,82.37,988.44,4.19,988.44,MID,1,2024-05
4688,Zara,Kumar,ALDO,2025-04-17,2025-10-06,155,327,0.9,5,285.1,1425.5,5.58,1425.5,MID,1,2025-10
4689,Omar,Singh,ALDO,2026-01-31,2026-02-10,28,38,0.1,5,168.64,843.2,48.03,843.2,MID,0,2026-02
4690,Fatima,Hassan,KANMO,2025-11-21,2026-01-07,62,109,0.3,13,452.55,5883.15,43.53,5883.15,HIGH,0,2026-01
4691,Sara,Costa,ALDO,2024-02-03,2024-04-23,686,766,2.1,12,323.23,3878.76,5.72,3878.76,HIGH,1,2024-04
4692,Ali,Ahmed,ALDO,2023-03-19,2024-02-21,748,1087,2.98,17,532.47,9051.99,5.71,9051.99,HIGH,1,2024-02
4693,Lucas,Hassan,ALDO,2023-10-17,2024-12-02,463,875,2.4,14,49.98,699.72,5.84,699.72,LOW,1,2024-12
4694,Lucas,Yilmaz,ALDO,2024-11-20,2025-09-12,179,475,1.3,5,305.48,1527.4,3.84,1527.4,MID,1,2025-09
4695,Raj,Martin,KANMO,2023-05-20,2023-07-27,957,1025,2.81,19,345.2,6558.8,6.77,6558.8,HIGH,1,2023-07
4696,Zara,Garcia,ALDO,2024-04-11,2024-09-01,555,698,1.91,16,249.77,3996.32,8.37,3996.32,HIGH,1,2024-09
4697,Lena,Costa,KANMO,2024-05-29,2025-04-04,340,650,1.78,5,33.52,167.6,2.81,167.6,LOW,1,2025-04
4698,Aisha,Brown,CASIO,2025-04-09,2025-08-15,207,335,0.92,18,337.93,6082.74,19.61,6082.74,HIGH,1,2025-08
4699,John,Yilmaz,CASIO,2025-09-17,2025-11-18,112,174,0.48,15,159.96,2399.4,31.47,2399.4,HIGH,1,2025-11
4700,Priya,Garcia,KANMO,2025-11-15,2025-12-13,87,115,0.32,3,506.62,1519.86,9.52,1519.86,MID,0,2025-12
4701,Priya,Costa,ALDO,2025-04-02,2025-10-13,148,342,0.94,13,388.0,5044.0,13.87,5044.0,HIGH,1,2025-10
4702,Ali,Costa,ALDO,2024-09-17,2025-11-09,121,539,1.48,1,245.36,245.36,0.68,245.36,LOW,1,2025-11
4703,Priya,Hassan,KANMO,2025-08-03,2025-12-09,91,219,0.6,19,504.15,9578.85,31.67,9578.85,HIGH,1,2025-12
4704,Arjun,Lee,CASIO,2025-05-28,2025-11-05,125,286,0.78,13,574.94,7474.22,16.59,7474.22,HIGH,1,2025-11
4705,Raj,Yilmaz,KANMO,2023-05-20,2025-09-04,187,1025,2.81,18,342.52,6165.36,6.41,6165.36,HIGH,1,2025-09
4706,John,Brown,ALDO,2025-11-08,2025-12-06,94,122,0.33,9,70.13,631.17,26.93,631.17,LOW,1,2025-12
4707,Lucas,Hassan,ALDO,2023-03-20,2023-10-18,874,1086,2.98,4,567.72,2270.88,1.34,2270.88,HIGH,1,2023-10
4708,Nina,Gomez,KANMO,2026-01-20,2026-02-10,28,49,0.13,3,426.01,1278.03,22.35,1278.03,MID,0,2026-02
4709,Hana,Yilmaz,KANMO,2025-06-16,2026-01-29,40,267,0.73,19,409.4,7778.6,25.97,7778.6,HIGH,0,2026-01
4710,Sofia,Costa,KANMO,2025-11-22,2026-01-25,44,108,0.3,12,263.09,3157.08,40.56,3157.08,HIGH,0,2026-01
4711,Meera,Ali,ALDO,2023-12-10,2025-03-18,357,821,2.25,4,195.15,780.6,1.78,780.6,LOW,1,2025-03
4712,Tom,Wilson,CASIO,2024-11-30,2025-01-04,430,465,1.27,1,138.81,138.81,0.78,138.81,LOW,1,2025-01
4713,Omar,Ali,KANMO,2024-08-01,2025-06-19,264,586,1.61,16,96.96,1551.36,9.97,1551.36,MID,1,2025-06
4714,Fatima,Costa,KANMO,2023-06-17,2025-02-20,383,997,2.73,9,479.57,4316.13,3.29,4316.13,HIGH,1,2025-02
4715,Arjun,Chen,ALDO,2024-11-10,2025-02-27,376,485,1.33,15,177.68,2665.2,11.29,2665.2,HIGH,1,2025-02
4716,Nina,Nair,CASIO,2023-08-02,2023-08-05,948,951,2.61,20,566.98,11339.6,7.68,11339.6,HIGH,1,2023-08
4717,Lena,Kumar,ALDO,2024-10-28,2025-05-17,297,498,1.36,20,191.14,3822.8,14.66,3822.8,HIGH,1,2025-05
4718,Lena,Martin,KANMO,2025-09-16,2025-09-17,174,175,0.48,13,34.73,451.49,27.11,451.49,LOW,1,2025-09
4719,Lucas,Smith,KANMO,2024-02-21,2024-10-17,509,748,2.05,3,429.12,1287.36,1.46,1287.36,MID,1,2024-10
4720,Sara,Patel,KANMO,2023-05-14,2025-08-03,219,1031,2.82,8,75.36,602.88,2.83,602.88,LOW,1,2025-08
4721,Priya,Gomez,ALDO,2023-10-31,2025-08-20,202,861,2.36,11,194.81,2142.91,4.66,2142.91,HIGH,1,2025-08
4722,Hana,Khan,KANMO,2024-11-03,2025-05-24,290,492,1.35,2,248.39,496.78,1.48,496.78,LOW,1,2025-05
4723,Aisha,Ali,ALDO,2024-07-13,2025-10-07,154,605,1.66,10,571.59,5715.9,6.03,5715.9,HIGH,1,2025-10
4724,Sofia,Sharma,CASIO,2024-06-03,2025-12-29,71,645,1.77,13,470.57,6117.41,7.36,6117.41,HIGH,0,2025-12
4725,Fatima,Khan,CASIO,2024-08-01,2026-01-03,66,586,1.61,9,322.14,2899.26,5.61,2899.26,HIGH,0,2026-01
4726,Sara,Ali,CASIO,2024-09-22,2025-11-11,119,534,1.46,4,39.58,158.32,2.73,158.32,LOW,1,2025-11
4727,Nina,Johnson,KANMO,2026-01-31,2026-02-04,34,38,0.1,15,304.61,4569.15,144.08,4569.15,HIGH,0,2026-02
4728,Sara,Ali,KANMO,2024-05-15,2026-01-14,55,664,1.82,7,490.14,3430.98,3.85,3430.98,HIGH,0,2026-01
4729,Sofia,Martin,CASIO,2025-07-12,2025-08-09,213,241,0.66,3,279.35,838.05,4.54,838.05,MID,1,2025-08
4730,John,Costa,ALDO,2025-11-26,2025-12-31,69,104,0.28,20,38.58,771.6,70.19,771.6,LOW,0,2025-12
4731,Sofia,Martin,KANMO,2024-06-17,2024-09-13,543,631,1.73,12,217.16,2605.92,6.94,2605.92,HIGH,1,2024-09
4732,Meera,Yilmaz,KANMO,2024-07-16,2025-03-05,370,602,1.65,8,159.14,1273.12,4.85,1273.12,MID,1,2025-03
4733,Lena,Singh,CASIO,2023-10-29,2025-10-16,145,863,2.36,11,240.06,2640.66,4.65,2640.66,HIGH,1,2025-10
4734,Nina,Wilson,CASIO,2025-06-30,2025-10-30,131,253,0.69,1,495.66,495.66,1.44,495.66,LOW,1,2025-10
4735,Sofia,Chen,ALDO,2026-02-06,2026-02-09,29,32,0.09,10,379.88,3798.8,100.0,3330.45,HIGH,0,2026-02
4736,Raj,Kumar,ALDO,2023-12-14,2025-09-15,176,817,2.24,13,588.47,7650.11,5.81,7650.11,HIGH,1,2025-09
4737,Fatima,Brown,CASIO,2025-06-25,2026-02-24,14,258,0.71,15,160.33,2404.95,21.22,2404.95,HIGH,0,2026-02
4738,James,Lee,CASIO,2024-05-28,2025-08-08,214,651,1.78,5,182.0,910.0,2.8,910.0,MID,1,2025-08
4739,Nina,Nair,ALDO,2024-02-25,2025-08-16,206,744,2.04,13,518.25,6737.25,6.38,6737.25,HIGH,1,2025-08
4740,John,Costa,ALDO,2023-06-03,2025-04-07,337,1011,2.77,13,343.21,4461.73,4.69,4461.73,HIGH,1,2025-04
4741,Priya,Johnson,CASIO,2025-09-01,2025-11-01,129,190,0.52,9,356.49,3208.41,17.29,3208.41,HIGH,1,2025-11
4742,Mike,Wilson,CASIO,2023-12-02,2025-02-24,379,829,2.27,2,272.49,544.98,0.88,544.98,LOW,1,2025-02
4743,Fatima,Nair,CASIO,2025-07-16,2025-11-15,115,237,0.65,8,499.24,3993.92,12.32,3993.92,HIGH,1,2025-11
4744,Ali,Kumar,ALDO,2025-06-11,2025-08-12,210,272,0.75,13,103.34,1343.42,17.44,1343.42,MID,1,2025-08
4745,Aisha,Brown,CASIO,2025-01-20,2025-07-28,225,414,1.13,9,251.06,2259.54,7.93,2259.54,HIGH,1,2025-07
4746,Zara,Wilson,CASIO,2023-08-06,2023-08-21,932,947,2.59,4,564.74,2258.96,1.54,2258.96,HIGH,1,2023-08
4747,Tom,Lee,KANMO,2026-01-29,2026-02-12,26,40,0.11,20,437.47,8749.4,182.5,8749.4,HIGH,0,2026-02
4748,Aisha,Chen,KANMO,2025-07-21,2026-01-22,47,232,0.64,18,591.7,10650.6,28.32,10650.6,HIGH,0,2026-01
4749,Sara,Ahmed,ALDO,2024-01-29,2024-12-23,442,771,2.11,5,372.49,1862.45,2.37,1862.45,MID,1,2024-12
4750,John,Hassan,ALDO,2025-02-18,2025-09-05,186,385,1.05,2,29.08,58.16,1.9,58.16,LOW,1,2025-09
4751,David,Patel,CASIO,2025-10-18,2025-11-08,122,143,0.39,11,268.88,2957.68,28.08,2957.68,HIGH,1,2025-11
4752,Tom,Nair,CASIO,2023-07-13,2024-01-26,774,971,2.66,18,173.31,3119.58,6.77,3119.58,HIGH,1,2024-01
4753,Nina,Khan,CASIO,2023-03-23,2023-09-06,916,1083,2.97,5,569.85,2849.25,1.69,2849.25,HIGH,1,2023-09
4754,Hana,Kumar,ALDO,2023-03-28,2024-01-08,792,1078,2.95,7,330.24,2311.68,2.37,2311.68,HIGH,1,2024-01
4755,Raj,Patel,CASIO,2025-10-27,2026-02-07,31,134,0.37,16,98.52,1576.32,43.58,1576.32,MID,0,2026-02
4756,Fatima,Singh,ALDO,2024-08-17,2025-05-12,302,570,1.56,17,96.8,1645.6,10.89,1645.6,MID,1,2025-05
4757,John,Nair,CASIO,2023-10-17,2024-10-22,504,875,2.4,11,441.67,4858.37,4.59,4858.37,HIGH,1,2024-10
4758,Omar,Khan,ALDO,2025-05-26,2025-07-01,252,288,0.79,17,339.5,5771.5,21.55,5771.5,HIGH,1,2025-07
4759,Aisha,Yilmaz,KANMO,2024-11-29,2025-12-18,82,466,1.28,3,327.6,982.8,2.35,982.8,MID,0,2025-12
4760,Nina,Khan,ALDO,2023-05-31,2024-06-27,621,1014,2.78,3,391.89,1175.67,1.08,1175.67,MID,1,2024-06
4761,David,Nair,ALDO,2025-01-16,2025-08-15,207,418,1.15,9,464.63,4181.67,7.86,4181.67,HIGH,1,2025-08
4762,Arjun,Chen,ALDO,2023-09-25,2025-02-24,379,897,2.46,7,207.2,1450.4,2.85,1450.4,MID,1,2025-02
4763,Ali,Singh,ALDO,2023-10-15,2026-02-28,10,877,2.4,15,274.86,4122.9,6.24,4122.9,HIGH,0,2026-02
4764,Sofia,Singh,ALDO,2024-11-04,2025-12-09,91,491,1.35,19,408.19,7755.61,14.12,7755.61,HIGH,1,2025-12
4765,Lucas,Lee,CASIO,2025-02-06,2025-07-31,222,397,1.09,5,478.33,2391.65,4.6,2391.65,HIGH,1,2025-07
4766,Lena,Kumar,CASIO,2023-11-08,2026-02-09,29,853,2.34,15,549.12,8236.8,6.42,8236.8,HIGH,0,2026-02
4767,Arjun,Chen,CASIO,2024-10-04,2026-01-19,50,522,1.43,19,174.52,3315.88,13.29,3315.88,HIGH,0,2026-01
4768,Arjun,Martin,KANMO,2025-03-07,2025-06-10,273,368,1.01,11,131.38,1445.18,10.91,1445.18,MID,1,2025-06
4769,Nina,Martin,KANMO,2024-08-29,2025-07-03,250,558,1.53,17,185.09,3146.53,11.12,3146.53,HIGH,1,2025-07
4770,Priya,Patel,CASIO,2023-09-02,2025-02-02,401,920,2.52,4,526.46,2105.84,1.59,2105.84,HIGH,1,2025-02
4771,Ali,Nair,KANMO,2024-11-10,2025-03-03,372,485,1.33,2,270.0,540.0,1.51,540.0,LOW,1,2025-03
4772,James,Patel,CASIO,2023-03-12,2023-05-01,1044,1094,3.0,11,348.11,3829.21,3.67,3829.21,HIGH,1,2023-05
4773,Sara,Kumar,KANMO,2024-04-30,2025-04-21,323,679,1.86,20,413.02,8260.4,10.75,8260.4,HIGH,1,2025-04
4774,Arjun,Smith,CASIO,2025-03-04,2025-11-05,125,371,1.02,17,300.37,5106.29,16.73,5106.29,HIGH,1,2025-11
4775,Ali,Costa,ALDO,2024-02-10,2025-09-22,169,759,2.08,4,420.65,1682.6,1.92,1682.6,MID,1,2025-09
4776,Lena,Kumar,KANMO,2024-10-14,2026-02-05,33,512,1.4,6,91.83,550.98,4.28,550.98,LOW,0,2026-02
4777,Meera,Yilmaz,KANMO,2025-12-24,2026-01-20,49,76,0.21,5,134.4,672.0,24.01,672.0,LOW,0,2026-01
4778,Arjun,Chen,ALDO,2026-01-26,2026-02-06,32,43,0.12,20,208.7,4174.0,169.77,4174.0,HIGH,0,2026-02
4779,Sofia,Brown,CASIO,2023-05-13,2025-12-27,73,1032,2.83,8,439.85,3518.8,2.83,3518.8,HIGH,0,2025-12
4780,Mike,Patel,CASIO,2024-02-04,2025-06-18,265,765,2.1,19,206.61,3925.59,9.07,3925.59,HIGH,1,2025-06
4781,John,Patel,CASIO,2025-04-15,2025-08-23,199,329,0.9,15,179.92,2698.8,16.64,2698.8,HIGH,1,2025-08
4782,Fatima,Khan,ALDO,2023-06-03,2025-04-24,320,1011,2.77,7,592.89,4150.23,2.53,4150.23,HIGH,1,2025-04
4783,Fatima,Martin,ALDO,2023-09-21,2024-02-19,750,901,2.47,12,250.94,3011.28,4.86,3011.28,HIGH,1,2024-02
4784,Hana,Gomez,ALDO,2025-07-12,2025-08-22,200,241,0.66,12,570.14,6841.68,18.17,6841.68,HIGH,1,2025-08
4785,Mike,Kumar,ALDO,2024-12-10,2024-12-25,440,455,1.25,1,337.25,337.25,0.8,337.25,LOW,1,2024-12
4786,Sofia,Gomez,ALDO,2025-12-05,2026-03-10,0,95,0.26,17,427.17,7261.89,65.32,7261.89,HIGH,0,2026-03
4787,Lena,Hassan,CASIO,2024-09-09,2025-01-29,405,547,1.5,17,293.14,4983.38,11.34,4983.38,HIGH,1,2025-01
4788,John,Gomez,ALDO,2023-06-18,2025-05-17,297,996,2.73,17,326.74,5554.58,6.23,5554.58,HIGH,1,2025-05
4789,Hana,Garcia,CASIO,2023-08-20,2024-04-11,698,933,2.56,14,589.41,8251.74,5.48,8251.74,HIGH,1,2024-04
4790,Ali,Patel,KANMO,2025-04-09,2025-07-12,241,335,0.92,1,296.36,296.36,1.09,296.36,LOW,1,2025-07
4791,Omar,Garcia,CASIO,2023-08-04,2025-12-16,84,949,2.6,1,341.49,341.49,0.38,341.49,LOW,0,2025-12
4792,Lena,Johnson,KANMO,2024-09-08,2024-11-18,477,548,1.5,14,417.08,5839.12,9.32,5839.12,HIGH,1,2024-11
4793,Zara,Patel,CASIO,2023-09-12,2025-10-31,130,910,2.49,7,386.81,2707.67,2.81,2707.67,HIGH,1,2025-10
4794,Ali,Khan,ALDO,2024-04-09,2025-04-05,339,700,1.92,11,77.54,852.94,5.74,852.94,MID,1,2025-04
4795,Hana,Garcia,KANMO,2025-08-27,2025-09-04,187,195,0.53,17,91.02,1547.34,31.82,1547.34,MID,1,2025-09
4796,Raj,Smith,KANMO,2025-05-21,2025-07-25,228,293,0.8,14,529.34,7410.76,17.44,7410.76,HIGH,1,2025-07
4797,Omar,Lee,ALDO,2024-12-06,2025-07-08,245,459,1.26,1,597.72,597.72,0.8,597.72,LOW,1,2025-07
4798,Meera,Singh,ALDO,2024-04-20,2024-05-29,650,689,1.89,5,453.85,2269.25,2.65,2269.25,HIGH,1,2024-05
4799,Tom,Brown,ALDO,2025-01-15,2025-12-23,77,419,1.15,9,417.61,3758.49,7.84,3758.49,HIGH,0,2025-12
4800,David,Chen,KANMO,2024-04-02,2024-10-28,498,707,1.94,19,90.97,1728.43,9.81,1728.43,MID,1,2024-10
4801,Aisha,Singh,ALDO,2025-12-09,2026-02-24,14,91,0.25,4,525.94,2103.76,16.04,2103.76,HIGH,0,2026-02
4802,Lucas,Johnson,ALDO,2023-09-28,2026-02-04,34,894,2.45,14,377.02,5278.28,5.72,5278.28,HIGH,0,2026-02
4803,Ali,Costa,CASIO,2024-05-24,2024-06-02,646,655,1.79,8,143.65,1149.2,4.46,1149.2,MID,1,2024-06
4804,Aisha,Hassan,KANMO,2024-07-18,2025-04-02,342,600,1.64,3,567.15,1701.45,1.83,1701.45,MID,1,2025-04
4805,Ali,Garcia,KANMO,2023-12-01,2024-08-27,560,830,2.27,19,291.98,5547.62,8.36,5547.62,HIGH,1,2024-08
4806,Zara,Hassan,KANMO,2024-06-24,2025-05-29,285,624,1.71,18,40.79,734.22,10.53,734.22,LOW,1,2025-05
4807,David,Gomez,KANMO,2023-10-29,2024-08-30,557,863,2.36,5,358.56,1792.8,2.11,1792.8,MID,1,2024-08
4808,Priya,Wilson,CASIO,2026-02-01,2026-03-10,0,37,0.1,5,195.04,975.2,49.32,975.2,MID,0,2026-03
4809,David,Nair,ALDO,2024-04-29,2024-05-17,662,680,1.86,20,579.49,11589.8,10.74,11589.8,HIGH,1,2024-05
4810,Lena,Ahmed,CASIO,2023-10-11,2024-01-20,780,881,2.41,7,95.25,666.75,2.9,666.75,LOW,1,2024-01
4811,Omar,Garcia,KANMO,2025-03-18,2026-03-10,0,357,0.98,8,425.38,3403.04,8.18,3403.04,HIGH,0,2026-03
4812,Fatima,Ali,ALDO,2024-04-15,2025-09-12,179,694,1.9,18,136.04,2448.72,9.47,2448.72,HIGH,1,2025-09
4813,Sara,Yilmaz,CASIO,2024-05-27,2025-01-22,412,652,1.79,12,554.71,6656.52,6.72,6656.52,HIGH,1,2025-01
4814,Raj,Nair,KANMO,2023-11-03,2024-04-29,680,858,2.35,11,454.04,4994.44,4.68,4994.44,HIGH,1,2024-04
4815,Zara,Gomez,KANMO,2025-11-05,2026-02-11,27,125,0.34,4,74.99,299.96,11.68,299.96,LOW,0,2026-02
4816,Fatima,Ali,KANMO,2024-04-25,2025-09-25,166,684,1.87,14,505.02,7070.28,7.47,7070.28,HIGH,1,2025-09
4817,Fatima,Costa,CASIO,2025-02-11,2025-09-04,187,392,1.07,2,152.1,304.2,1.86,304.2,LOW,1,2025-09
4818,Mike,Garcia,CASIO,2026-01-01,2026-01-31,38,68,0.19,1,171.47,171.47,5.37,171.47,LOW,0,2026-01
4819,Lucas,Martin,CASIO,2026-01-25,2026-03-03,7,44,0.12,16,92.7,1483.2,132.73,1483.2,MID,0,2026-03
4820,Nina,Wilson,ALDO,2024-05-16,2024-09-27,529,663,1.82,6,375.26,2251.56,3.3,2251.56,HIGH,1,2024-09
4821,Lena,Smith,CASIO,2024-04-07,2025-02-03,400,702,1.92,12,367.85,4414.2,6.24,4414.2,HIGH,1,2025-02
4822,Fatima,Johnson,KANMO,2024-02-17,2025-09-16,175,752,2.06,14,279.7,3915.8,6.8,3915.8,HIGH,1,2025-09
4823,Sofia,Garcia,CASIO,2025-08-12,2025-09-08,183,210,0.58,7,476.52,3335.64,12.17,3335.64,HIGH,1,2025-09
4824,Omar,Ali,ALDO,2026-01-02,2026-02-10,28,67,0.18,11,293.95,3233.45,59.93,3233.45,HIGH,0,2026-02
4825,Ali,Garcia,KANMO,2024-04-14,2024-07-29,589,695,1.9,3,598.46,1795.38,1.58,1795.38,MID,1,2024-07
4826,Sara,Hassan,CASIO,2024-02-09,2025-08-05,217,760,2.08,19,292.23,5552.37,9.12,5552.37,HIGH,1,2025-08
4827,Raj,Kumar,KANMO,2025-03-02,2025-06-02,281,373,1.02,4,471.54,1886.16,3.91,1886.16,MID,1,2025-06
4828,Raj,Costa,CASIO,2024-01-01,2024-03-03,737,799,2.19,1,551.36,551.36,0.46,551.36,LOW,1,2024-03
4829,Meera,Chen,KANMO,2023-09-06,2025-08-03,219,916,2.51,3,99.7,299.1,1.2,299.1,LOW,1,2025-08
4830,Priya,Hassan,CASIO,2024-10-31,2024-11-03,492,495,1.36,16,186.44,2983.04,11.8,2983.04,HIGH,1,2024-11
4831,Arjun,Lee,CASIO,2024-09-22,2026-01-25,44,534,1.46,19,533.22,10131.18,12.99,10131.18,HIGH,0,2026-01
4832,Sara,Singh,KANMO,2025-07-08,2025-12-17,83,245,0.67,11,425.16,4676.76,16.39,4676.76,HIGH,0,2025-12
4833,Lucas,Nair,ALDO,2023-05-21,2025-05-12,302,1024,2.81,5,320.18,1600.9,1.78,1600.9,MID,1,2025-05
4834,Tom,Singh,CASIO,2023-11-19,2025-04-26,318,842,2.31,4,339.01,1356.04,1.73,1356.04,MID,1,2025-04
4835,Sofia,Khan,CASIO,2023-06-27,2024-08-05,582,987,2.7,8,54.41,435.28,2.96,435.28,LOW,1,2024-08
4836,Hana,Nair,CASIO,2026-01-31,2026-03-02,8,38,0.1,8,310.45,2483.6,76.84,2483.6,HIGH,0,2026-03
4837,Tom,Yilmaz,CASIO,2024-06-10,2025-03-20,355,638,1.75,11,290.97,3200.67,6.29,3200.67,HIGH,1,2025-03
4838,Lena,Martin,KANMO,2025-06-28,2025-07-20,233,255,0.7,15,256.72,3850.8,21.47,3850.8,HIGH,1,2025-07
4839,Nina,Yilmaz,ALDO,2023-12-12,2025-09-27,164,819,2.24,11,188.77,2076.47,4.9,2076.47,HIGH,1,2025-09
4840,Ali,Costa,KANMO,2024-02-13,2025-09-16,175,756,2.07,4,421.39,1685.56,1.93,1685.56,MID,1,2025-09
4841,Arjun,Sharma,ALDO,2024-03-12,2025-10-26,135,728,1.99,17,145.35,2470.95,8.52,2470.95,HIGH,1,2025-10
4842,Sofia,Martin,KANMO,2025-10-21,2026-02-16,22,140,0.38,20,429.82,8596.4,52.14,8596.4,HIGH,0,2026-02
4843,Nina,Johnson,KANMO,2023-04-09,2025-01-11,423,1066,2.92,15,316.75,4751.25,5.14,4751.25,HIGH,1,2025-01
4844,James,Sharma,KANMO,2023-10-09,2025-08-20,202,883,2.42,18,66.42,1195.56,7.44,1195.56,MID,1,2025-08
4845,Raj,Smith,KANMO,2024-11-19,2025-04-24,320,476,1.3,2,306.06,612.12,1.53,612.12,LOW,1,2025-04
4846,Aisha,Hassan,KANMO,2025-07-23,2026-02-14,24,230,0.63,15,292.77,4391.55,23.8,4391.55,HIGH,0,2026-02
4847,Ali,Johnson,CASIO,2025-01-09,2025-06-19,264,425,1.16,1,394.1,394.1,0.86,394.1,LOW,1,2025-06
4848,Raj,Brown,CASIO,2024-11-19,2025-06-05,278,476,1.3,19,115.12,2187.28,14.57,2187.28,HIGH,1,2025-06
4849,Raj,Martin,CASIO,2023-04-19,2025-02-05,398,1056,2.89,10,32.85,328.5,3.46,328.5,LOW,1,2025-02
4850,Sara,Gomez,CASIO,2024-03-14,2024-07-25,593,726,1.99,18,216.49,3896.82,9.05,3896.82,HIGH,1,2024-07
4851,Aisha,Ahmed,ALDO,2025-08-14,2026-02-25,13,208,0.57,5,559.58,2797.9,8.77,2797.9,HIGH,0,2026-02
4852,Zara,Hassan,ALDO,2025-03-21,2025-11-10,120,354,0.97,8,205.3,1642.4,8.25,1642.4,MID,1,2025-11
4853,Sara,Brown,KANMO,2023-08-01,2024-01-07,793,952,2.61,9,366.69,3300.21,3.45,3300.21,HIGH,1,2024-01
4854,John,Yilmaz,ALDO,2025-05-22,2025-09-24,167,292,0.8,9,302.19,2719.71,11.25,2719.71,HIGH,1,2025-09
4855,Mike,Ahmed,KANMO,2024-04-04,2024-05-08,671,705,1.93,19,164.74,3130.06,9.84,3130.06,HIGH,1,2024-05
4856,Sara,Lee,KANMO,2024-03-05,2026-02-14,24,735,2.01,15,592.35,8885.25,7.45,8885.25,HIGH,0,2026-02
4857,John,Brown,ALDO,2025-11-17,2026-01-08,61,113,0.31,4,295.4,1181.6,12.92,1181.6,MID,0,2026-01
4858,James,Kumar,KANMO,2024-05-16,2025-02-11,392,663,1.82,12,349.07,4188.84,6.61,4188.84,HIGH,1,2025-02
4859,Arjun,Patel,ALDO,2025-03-18,2025-05-12,302,357,0.98,18,349.14,6284.52,18.4,6284.52,HIGH,1,2025-05
4860,Zara,Khan,CASIO,2025-04-12,2025-12-12,88,332,0.91,1,509.57,509.57,1.1,509.57,LOW,0,2025-12
4861,Omar,Garcia,KANMO,2023-11-02,2024-02-15,754,859,2.35,5,122.09,610.45,2.12,610.45,LOW,1,2024-02
4862,Hana,Martin,CASIO,2024-10-11,2024-11-07,488,515,1.41,12,247.07,2964.84,8.5,2964.84,HIGH,1,2024-11
4863,Mike,Wilson,CASIO,2024-02-17,2024-10-28,498,752,2.06,1,563.67,563.67,0.49,563.67,LOW,1,2024-10
4864,David,Brown,KANMO,2024-03-14,2025-10-29,132,726,1.99,11,54.36,597.96,5.53,597.96,LOW,1,2025-10
4865,James,Garcia,CASIO,2024-03-29,2025-06-10,273,711,1.95,1,312.34,312.34,0.51,312.34,LOW,1,2025-06
4866,James,Martin,CASIO,2024-05-11,2024-12-18,447,668,1.83,8,396.55,3172.4,4.37,3172.4,HIGH,1,2024-12
4867,Meera,Gomez,ALDO,2025-10-05,2025-12-11,89,156,0.43,14,45.34,634.76,32.76,634.76,LOW,0,2025-12
4868,Omar,Martin,CASIO,2024-09-26,2025-11-09,121,530,1.45,19,241.79,4594.01,13.08,4594.01,HIGH,1,2025-11
4869,Sofia,Ali,CASIO,2026-01-04,2026-01-27,42,65,0.18,6,111.06,666.36,33.69,666.36,LOW,0,2026-01
4870,Fatima,Nair,KANMO,2024-03-20,2026-02-10,28,720,1.97,1,255.24,255.24,0.51,255.24,LOW,0,2026-02
4871,John,Ahmed,ALDO,2023-09-08,2025-06-27,256,914,2.5,15,38.66,579.9,5.99,579.9,LOW,1,2025-06
4872,Sofia,Brown,CASIO,2025-07-03,2025-08-16,206,250,0.68,2,57.09,114.18,2.92,114.18,LOW,1,2025-08
4873,Arjun,Johnson,KANMO,2024-05-16,2026-02-01,37,663,1.82,2,287.83,575.66,1.1,575.66,LOW,0,2026-02
4874,Lucas,Brown,ALDO,2025-06-19,2025-12-31,69,264,0.72,6,443.67,2662.02,8.3,2662.02,HIGH,0,2025-12
4875,John,Nair,CASIO,2024-10-10,2025-06-03,280,516,1.41,19,447.45,8501.55,13.44,8501.55,HIGH,1,2025-06
4876,Ali,Ahmed,ALDO,2023-12-28,2026-03-08,2,803,2.2,20,109.36,2187.2,9.09,2187.2,HIGH,0,2026-03
4877,David,Smith,ALDO,2025-12-20,2026-02-19,19,80,0.22,3,116.78,350.34,13.69,350.34,LOW,0,2026-02
4878,Fatima,Ali,ALDO,2025-05-27,2025-08-09,213,287,0.79,17,159.07,2704.19,21.62,2704.19,HIGH,1,2025-08
4879,Zara,Yilmaz,CASIO,2024-07-16,2025-01-18,416,602,1.65,15,473.16,7097.4,9.09,7097.4,HIGH,1,2025-01
4880,Fatima,Gomez,CASIO,2024-04-16,2025-08-31,191,693,1.9,18,332.88,5991.84,9.48,5991.84,HIGH,1,2025-08
4881,Lena,Sharma,CASIO,2025-04-17,2025-05-18,296,327,0.9,13,136.27,1771.51,14.51,1771.51,MID,1,2025-05
